Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
5/13/22 07:45,Coco Kay island,,Bahamas The,Other,60 seconds,Rainbow appeared craft appeared next to rainbow,6/22/22,Yes
5/13/22 04:03,Omaha,NE,USA,,,MADAR Node 132,6/22/22,
5/13/22 02:00,Benson,AZ,USA,Sphere,1 minute,Capture from trail cam,6/22/22,Yes
5/13/22 01:00,Dothan,AL,USA,,,MADAR Node 195,6/22/22,
5/12/22 22:16,Gulfport,MS,USA,Circle,Just about 10 seconds,"saw 2 very huge Florissant ((sic. Fluorescent)) green circles that seemed attached that were vertical,moving south to north in the sky",5/31/22,
5/12/22 13:56,Boise,ID,USA,,,MADAR Node 111,6/22/22,
5/12/22 07:49,McCordsville,IN,USA,Unknown,Few seconds of sighting,A large grey/black object floating in place with non-changing perspective,6/22/22,Yes
5/12/22 06:30,Whittlesey,Cambridgeshire,United Kingdom,Light,10-15 mins,A moving orb which went into the sky and then towards us . It never followed a straight path and moved in several directions .,5/31/22,Yes
5/12/22 04:00,Windham,ME,USA,Circle,about 4 minutes,Formation of about 50 of more ufo's moving to the north east. ((NUFOC Note: Prbably Starlink satellites. P)),5/31/22,
5/12/22 00:38,Liverpool,United Kingdom,United Kingdom,Unknown,4 seconds,Bright ++ white light flying in a downwards direction then disappeared after approx 4 seconds.,5/31/22,
5/12/22 00:01,Gordonsville,WV,USA,Unknown,15 minutes,AC reported numerous slow moving lights west to east above flight level 390,5/31/22,
5/11/22 23:21,Valleystream,NY,USA,Circle,About 4-5 mins,Bright reddish orange color light that seemed to be circular moving with no real flight path,5/31/22,
5/11/22 23:17,Amarillo,TX,USA,Light,12:45,Jolting dot of light in the sky,5/31/22,
5/11/22 22:45,Comfort,TX,USA,Unknown,1 second,Looking out the window over the hay field a bright light shot across the eastern sky from south to north relatively low on the horizon.,5/31/22,
5/11/22 22:25,Nampa,ID,USA,Light,10 minutes,Flashing aircraft flying,5/31/22,
5/11/22 22:15,Patrick Springs,VA,USA,Fireball,Maybe 30 secs,Green ball of light with no tail dropping out of sky.,5/31/22,
5/11/22 20:59,Casa Grande (10 miles outside of),AZ,USA,Other,29 seconds,"We took pictures of the strange clouds and upon viewing the photos, realized there was actually a large craft there, invisible to us.",6/22/22,Yes
5/11/22 20:45,Morristown,TN,USA,Circle,20 minutes,"We thought it was a planet, but no planets were able to be seen via Google sky at that time. We brought out a rudimentary telescope and",5/31/22,Yes
5/11/22 19:01,Fort Gratiot,MI,USA,Unknown,,Possible Orb,6/22/22,Yes
5/11/22 14:45,Loxahatchee,FL,USA,Cylinder,40 minutes then I left,"Cloudy, windy, yet bright day. Never moved, quiet not floating.",5/31/22,Yes
5/11/22 13:12,Wilsonville,OR,USA,Disk,Took photo over contrail,Did not see by eye. Saw in photo taken.,5/31/22,Yes
5/11/22 12:20,Jacksonville,FL,USA,Disk,10 seconds,"Disk , dark , 10 seconds",5/31/22,
5/11/22 09:00,Miami,FL,USA,Rectangle,3 hours,Very high in the sky. Moved kinda slowly in unorganized pattern but overall heading west.,5/31/22,
5/11/22 05:00,Solvay,NY,USA,Changing,Hours?,I've seen many different ufos over the past month. I've taken photos of all of them.,6/22/22,Yes
5/11/22 04:48,Florence,CO,USA,Light,4 TO 5 MIN,I OBSERVED APPROX. 60 LIGHTS IN THE SKY MOVING FROM WEST TO EAST AT 4:48 A.M. ON 5-11-22 ALL IN A SINGLE ROWE. ((Starlink satellites)),5/31/22,
5/11/22 03:47,Amman,Amman Governorate,Jordan,Triangle,Less than a minute,"Triangular-shaped UFO sighted flying over Amman, Jordan",5/31/22,
5/11/22 01:05,Mt. Vernon,IN,USA,,,MADAR Node 119,6/22/22,
5/10/22 22:59,,,,Disk,35 seconds,Was on the upper decks of Carnival Horizon when I noticed an object following the ship. It then flew in zig zag direction and flew off.,6/22/22,
5/10/22 22:59,,,,Oval,30 seconds,Object following cruise ship then quickly ran off,6/22/22,
5/10/22 22:30,Pangburn,AR,USA,Circle,One to two Minutes,"The night sky was overcast and the Red ""star"" I saw was the only light in the sky. It stayed motionless and then flickered out.",5/31/22,
5/10/22 18:17,Middletown,RI,USA,Cigar,5-10 Seconds,Bright Tic Tac Shaped UAP / UFO over Newport RI,5/31/22,
5/10/22 18:10,Athens,GA,USA,Disk,20 seconds,Very shinny bright light.,5/31/22,
5/10/22 14:00,Charlottetown,,Canada,Other,8 seconds ?,I didn't realize it was there until I looked at pictures,6/22/22,Yes
5/10/22 07:10,Coral Gables,FL,USA,Other,5 minutes,The craft was stationary. In a few minutes it disappeared.,5/31/22,Yes
5/10/22 06:44,Charlotte,NC,USA,Light,35 seconds,Light in the sky,5/31/22,
5/10/22 03:01,Whately,MA,USA,,,MADAR Node 67,6/22/22,
5/9/22 23:00,,,USA,Changing,3hours,Some were white. Others were very high in air.they hovering some were going dark and they were all not making any sound,5/31/22,
5/9/22 22:25,Nampa,ID,USA,Light,10 minutes,I saw 3 aircraft flying in different directions,5/31/22,
5/9/22 21:48,Scarsdale,NY,USA,Oval,One minute,I looked up at the night sky from my driveway. Object moving across the sky at a high speed was solid white,5/31/22,
5/9/22 20:35,New York,NY,USA,Unknown,5 minutes,3 airborne objects lit with orange lights seen over Manhattan,5/31/22,
5/9/22 17:10,Grayson,,,,Spam,((HOAX)) 11111,5/31/22,
5/9/22 14:06,Boca Raton,FL,USA,Other,15-20 mins,Object about 10k feet high did not move as it hovered.,5/31/22,
5/9/22 13:32,Spencerville,IN,USA,,,MADAR Node 81,6/22/22,
5/9/22 12:00,Ragged point,CA,USA,Egg,4 seconds,The object moved very fast east to west going over the ocean in just a few seconds at an estimated altitude of 5000 ft,5/31/22,
5/8/22 23:30,Hailey,ID,USA,Sphere,Seconds,A bright round light,5/31/22,
5/8/22 22:30,Fort Lauderdale,FL,USA,Unknown,15 seconds,Two glowing orange lights moved rapidly across the sky keeping a constant distance between them and then climbed rapidly out of sight,5/31/22,
5/8/22 21:42,Mansfield,,,Oval,,I seen an UFO hovering. It looked to be an oval shape and/or cigar shape.,5/31/22,
5/8/22 21:20,Tulum,Yucatán,Mexico,Star,5 seconds,"Small dot of light, looked like a satellite, moving in straight line. Then, sudden change of direction, significant change of speed.",5/31/22,
5/8/22 20:45,Chisholm,MN,USA,,A few minutes,Lights,5/31/22,Yes
5/8/22 20:40,La Vergne,TN,USA,Fireball,20 seconds or so,Large bright orange light resembling a flickering flame flew steadily across the sky,5/31/22,
5/8/22 19:48,naples,FL,USA,Sphere,45 minutes,did not move and faded as sun set on it.,5/31/22,
5/8/22 19:30,Orlando,FL,USA,Circle,2 minutes roughly,Craft was emerald green flickering straight high above all other flying aircraft & silent & at times & disappearing at other times,5/31/22,
5/8/22 19:30,Gatlinburg,TN,USA,Unknown,10 minutes,Large bright orange glowing light that moved across the mountains. The sky appeared completely clouded during this glow,5/31/22,Yes
5/8/22 17:51,menasha,WI,USA,Unknown,,we noticed it in a photo and we cant figure out what it might be,5/31/22,Yes
5/8/22 15:30,Bessemer,MI,USA,Rectangle,5-7 seconds,Bright shiny reflective rectangle coming from the moon,5/31/22,
5/8/22 14:00,,Kent,United Kingdom,Circle,30 seconds,I have video of the craft and I dont know how to share this with the correct agency,5/31/22,
5/8/22 12:30,Edmonds,WA,USA,,,MADAR Node 61,6/22/22,
5/8/22 10:35,Durango,CO,USA,Oval,5 sec,"Shooting pics of mountains at high speed shooting, in 1 picture got a blurry object.",6/22/22,Yes
5/8/22 06:41,Hanover,MD,USA,,,MADAR Node 77,6/22/22,
5/8/22 05:15,LAKEWOOD,OH,USA,Circle,Longer than an hour,Seen 2 objects circular with lights Lakewood ohio,5/31/22,Yes
5/8/22 04:30,Monroe,MI,USA,Light,Approximately 6 seconds.,"Very fast moving light, high up",5/31/22,
5/8/22 04:06,Miami,FL,USA,Light,1 minute,UFO made several looping maneuvers in the sky at incredible speed and precision before disappearing.,5/31/22,
5/8/22 03:16,Medicine Bow,WY,USA,Circle,5 to 7 Seconds,"An orb followed alongside a black Ford Escape, starboard of the vehicles for approximately a quarter of a mile.",6/22/22,
5/7/22 21:35,Eagle river,WI,USA,Light,20min,Observed light that didnt cast any light hover for 20min,5/31/22,
5/7/22 21:30,Rockford,IL,USA,Diamond,,Orange lights flashing on them and the was moving slow,5/31/22,
5/7/22 20:39,,,,Unknown,54 Seconds,I was watching ISS feed and this object showed up towards ISS and then went out the same way,6/22/22,
5/7/22 20:15,Cranleigh,Surrey,United Kingdom,Circle,2 seconds,There for to 2 seconds moved 2 inches then dissappeared,5/31/22,
5/7/22 19:47,Buffalo,NY,USA,,,MADAR Node 163,5/31/22,
5/7/22 13:25,Saint Peters,MO,USA,Changing,7 minutes or more,Drone swarm or something else,5/31/22,Yes
5/7/22 13:14,Irmo,SC,USA,,,MADAR Node 95,5/31/22,
5/7/22 11:38,Dothan,AL,USA,,,MADAR Node 195,5/31/22,
5/7/22 06:37,Elizabeth,CO,USA,,,MADAR Node 34,5/31/22,
5/7/22 03:13,Fountain Hills,AZ,USA,Light,Around 3-5 minutez,2 crafts that could independently move directions. One then started heading south west and vanished so we kept watching the one as it..,5/31/22,
5/7/22 02:40,Edmonds,WA,USA,,,MADAR Node 61,5/31/22,
5/6/22 22:30,Fife Lake,MI,USA,Circle,2-3 minutes,small white dots similar to lights seen by airplanes but evenly spaced moving linearly across the sky,5/31/22,
5/6/22 22:00,Clovis,CA,USA,Triangle,10 seconds,Saw a ball of fire. Orange orb. I looked at it for a few seconds and the light vanished but I saw a slick black metallic craft,6/22/22,
5/6/22 17:44,Ottawa,ON,Canada,Cylinder,Less than a minute,"Moments after a CE 5 type meditation, a cylinder and sphere appeared.",5/31/22,Yes
5/6/22 16:54,,,,,Caleb,((HOAX)) 888888888888,5/31/22,
5/6/22 12:29,,AZ,USA,Rectangle,30 sec-1 minute,"Looking out window saw large vertical rectangle. Stationary. Plane moving, object was in stationary position.",6/22/22,
5/6/22 06:41,Youngstown,OH,USA,,,MADAR Node 73,5/31/22,
5/6/22 06:01,Orlando,FL,USA,Cone,5 minutes,Not sure. Looks like something machanically controlled decent,5/31/22,Yes
5/6/22 05:48,Port St. Lucie,FL,USA,Other,1 min video,Bright orange disc,5/31/22,
5/6/22 05:47,Lehigh Acres,FL,USA,Light,Approximately 30 minutes,"Early morning, still dark, waiting at bus stop",5/31/22,Yes
5/6/22 05:46,Sarasota,FL,USA,Unknown,,Hovering in one spot,5/31/22,Yes
5/6/22 05:45,Ft Myers,FL,USA,Light,10,"See notes, bright swath of light, spilling out of dark sky, another bright spot coming down to land from it",5/31/22,Yes
5/6/22 05:30,Tampa,FL,USA,Changing,10minutes,Strang lights ((NUFORC Note,5/31/22,Yes
5/6/22 05:30,Tampa,FL,USA,Light,Captured in photo,Spotted while taking photos of space x launch,5/31/22,Yes
5/6/22 05:30,,FL,USA,Cylinder,1 hour or more,Happened over Lake County Florida,5/31/22,Yes
5/6/22 05:00,okeechobee,FL,USA,Circle,10 minutes,large round ball with light on in side . it seemed to get bigger and then smaller as if moving back and forth .,5/31/22,
5/6/22 04:34,Syracuse,NY,USA,,,MADAR Node 164,5/31/22,
5/6/22 04:00,Moultrie,GA,USA,Teardrop,20 seconds,I caught this on my security camera. Time was actually about 9:59pm,5/31/22,
5/6/22 03:40,Fort Myers,FL,USA,Sphere,30 mins,A single ship covered in a cloud like fog created a spotlight in the dead of night. The spotlight guided a small bright light/orb down,5/31/22,
5/5/22 23:52,Eagle river,WI,USA,Light,11-12min,Saw oblong light bobbing 30yds have video,5/31/22,
5/5/22 23:01,Fresno,CA,USA,Cigar,,Took pic,6/22/22,
5/5/22 21:55,Norristown,PA,USA,Sphere,1 minute,Watched an orange orb travel sw to ne in a straight line.,5/31/22,
5/5/22 20:15,LEWES,DE,USA,Light,Approx. 3-5 mins,Daughter noticed these lights and they were seemingly floating past. She took the attached photo with her cell,5/31/22,Yes
5/5/22 07:14,Portland,OR,USA,,,MADAR Node 66,5/31/22,
5/5/22 04:50,Port Murray,NJ,USA,Circle,15-20 minutes,7 orbs hovering in sky,5/31/22,
5/5/22 02:37,Youngstown,OH,USA,,,MADAR Node 73,5/31/22,
5/4/22 22:00,Beaufort,SC,USA,Light,15 to 30 seconds,Noticed two (2) flashing white strobe lights in the sky traveling from North to South at a high rate of speed.,5/31/22,
5/4/22 21:43,westlake village,CA,USA,Circle,2 min,several large lights moving quickly disappearing and reappearing and chaining color from white to blue,5/31/22,
5/4/22 17:30,Roseville,MI,USA,Cone,3-5min,Ship seen hovering above highway,5/31/22,
5/4/22 05:47,Corpus Christi,TX,USA,,Hours,I SAW SYMBOLS LETTERS IN A REPEAT PATTERN,5/31/22,Yes
5/4/22 02:12,Dothan,AL,USA,,,MADAR Node 195,5/31/22,
5/3/22 21:59,Polk City,IA,USA,Cylinder,2 minutes,White light,5/31/22,
5/3/22 21:30,Fairmont,MN,USA,Light,1-2 minutes,I saw an orange one that I typically see then noticed the more brilliant one 30° above horizon which spawned a smaller one made dogs ho,5/31/22,Yes
5/3/22 20:37,columbia,NJ,USA,Cigar,for about 10 seconds,seen with eyes and caught on security cameras,5/31/22,Yes
5/3/22 15:53,Renton,PA,USA,Light,1 min,Observed an orb for a minute while it rotated and changed shape and then disappeared,5/31/22,Yes
5/3/22 06:45,Hollywood,AZ,USA,Other,2 minutes,"A green orb, I was videoing the sunrise and after looking at video realized I had accidentally filmed a strange UFO.",5/31/22,
5/3/22 05:04,Midwest City,OK,USA,,,MADAR Node 172,5/31/22,
5/3/22 04:23,Grand Junction,CO,USA,,,MADAR Node 75,5/31/22,
5/3/22 01:00,West Tisbury,,,Changing,30 minutes,UFO flying over chicken coop,6/22/22,
5/2/22 19:00,East London,Eastern Cape,South Africa,Changing,It was for around an hour,UFO,5/31/22,Yes
5/2/22 16:03,Cumming,GA,USA,Fireball,45 to 120 seconds,I was walking to my home coming back from the poll looked up clear blue sky two white balls of light beaming white light no other color,5/31/22,
5/2/22 14:36,Portage,IN,USA,,,MADAR Node 178,5/31/22,
5/2/22 04:23,Redding,CA,USA,Sphere,1 hour +,Mass Sighting of Hundreds (Maybe Thousands) of Unidentified Lights in the Sky for Approximately One Hour in Northern California,5/31/22,Yes
5/2/22 01:30,north of greensboro and raleigh nc 40 -50 miles,NC,USA,Light,20min,Saw 2 very high aircraft flying circular patterns. ((NUFORC Note. Sighting report from airline captain. PD)),5/31/22,
5/2/22 01:00,Harvest,AL,USA,Unknown,I saw it for approx 5 min,Driving on a country rd I looked above the tree line and saw 1 bright red floodlights. I asked my bf he sees it. He said what the heck.,5/31/22,
5/2/22 01:00,West Tisbury,MA,USA,Circle,30 minutes,A UFO was flying above my chicken coop,5/31/22,
5/1/22 22:57,Bradenton,FL,USA,Changing,Until 5:31 AM on 5/2/2022,A strange entity emitting varying degrees of bright white light appeared in RING security videos for over 8 hours.,5/31/22,
5/1/22 20:38,Shawnee,KS,USA,Diamond,4-5 minutes,"we seen it coming from the distance, it approached us hovered for a couple min, then flew away like straight up and away",5/31/22,
5/1/22 20:05,WALLKILL,NY,USA,Circle,30 seconds,The color of fire and a perfect circle.,6/22/22,
5/1/22 18:50,Hathorne,MA,USA,Cylinder,,"Huge white cylinder moving slowly towards the East, Boston",5/31/22,
5/1/22 14:51,Imperial,MO,USA,,,MADAR Node 25,5/31/22,
5/1/22 14:43,Weatogue,CT,USA,Unknown,3 minutes,((HOAX??)) Looked to be changing attitude,5/31/22,
5/1/22 12:00,All,NH,USA,,1000,Mankind,6/22/22,
5/1/22 12:00,Victoria,TX,USA,Disk,About 10 to 15 seconds,I was replacing old trimming up on a home that was rotten....,5/31/22,
5/1/22 11:08,Hampden,MA,USA,Other,3 min 39 sec,"2 craft seen, :02-:08 secs cigar shape, 1:50-1-58 min sphere that flashed",6/22/22,
5/1/22 06:47,Garrettsville,OH,USA,,,MADAR Node 64,5/31/22,
5/1/22 06:00,Monroe,GA,USA,Light,6:35,Two lights shaped like dots flying above us and and fast as hell,5/31/22,
5/1/22 04:41,Cochrane,ON,Canada,Circle,3-2 seconds,2 red dots with a white blur glow surrounding,5/31/22,Yes
5/1/22 04:25,Roseville,CA,USA,Sphere,1-2 hrs,Two golden orbs movin slowly; one a bit bigger. ((NUFORC Note: Conjunction of Venus an Jupiter. PD)),5/31/22,Yes
5/1/22 04:00,San Miguel,CA,USA,Sphere,4-6 seconds,"Object observed flying southwest to northeast over the sky, resembling a shooting star, then making unreasonable movements.",5/31/22,Yes
5/1/22 02:37,Los Angeles,CA,USA,,5 minutes,"2 objects, off flight path, rotating, most likely S shape, white lights",5/31/22,Yes
6/22/22 15:45,Hampden,MA,USA,Disk,2 minutes,I Saw a darkish grey disk going in and out of the clouds.,6/22/22,
6/22/22 10:40,Covington,LA,USA,Cigar,10 seconds,Lake Pontchartrain causeway,6/22/22,
6/22/22 03:40,Coloma,MI,USA,Changing,5+ minutes,Bright light plasma esque possibly spinning?,6/22/22,
6/22/22 02:08,Stamford,CT,USA,Circle,10 minutes,Alien being and massive space craft behind it,6/22/22,
6/21/22 23:15,Arden,NC,USA,Disk,Up to one minute,I saw it last night dance across the sky,6/22/22,
6/21/22 20:44,Irwin,PA,USA,Cross,15seconds,A white silvery craft. No sound or exhaust,6/22/22,
6/21/22 20:30,Biddeford,ME,USA,Light,15 minutes,"Bright led light split into 3 separate lights, then joined back then separated again.",6/22/22,Yes
6/21/22 20:23,"Buffalo, NY",NY,USA,Cigar,16 seconds +/-1 second Fs,"Possible plane, 1 frame of cigar shaped time-space dilation and hypersonic velocity at a downward angle.",6/22/22,Yes
6/21/22 15:15,Norwich,Norfolk,United Kingdom,Disk,4 seconds,These objects were identified in the photos after I got home from a walk,6/22/22,Yes
6/21/22 10:57,Bertram,TX,USA,Cigar,1 minute,Tube shaped object gray in color and then turned into a brilliant light and was gone.,6/22/22,
6/21/22 02:00,San Bernadino,CA,USA,Changing,15 mins,"In a clear night I see a light that I thought was the moon appear to change shape, fade away, and then reappear and vanish again",6/22/22,
6/20/22 23:35,Burton on trent,Staffordshire,United Kingdom,,15mins,Looked light stars but moving fast,6/22/22,
6/20/22 22:00,Cheney,KS,USA,Circle,30 seconds,2 orange lights corkscrew and fly in opposite directions.,6/22/22,
6/20/22 18:30,Chicago height,IL,USA,Fireball,,Flying red light. Look like it was on fire with a glow,6/22/22,Yes
6/20/22 16:02,Pleasantville,IA,USA,Circle,Picture,Looking out the garage,6/22/22,Yes
6/20/22 11:55,Lakeville,MA,USA,Sphere,3 minutes,Saw spherical craft high up in the air while laying down. Pulled out phone and started recording caught next 3 on camera within 3 secs,6/22/22,
6/20/22 07:35,Dandridge,TN,USA,Egg,2-3 seconds,silver egg flies through the morning sky + disappears.,6/22/22,
6/20/22 04:46,Saint Petersburg,FL,USA,Unknown,7 min,Walking Dog when I saw this,6/22/22,
6/20/22 01:17,Royal Oak,MI,USA,Changing,about 15 minutes,"Moving, roving cylindrical lights moving toward the camera and yard.",6/22/22,
6/20/22 01:00,Kansas City,MO,USA,Triangle,At least 1 hour,Fast moving agile lights seen over Worlds of Fun.,6/22/22,Yes
6/19/22 23:43,Senoia,GA,USA,Circle,2 minutes,See my video,6/22/22,
6/19/22 23:05,Rancho Cucamonga,CA,USA,Circle,1hr+,4 lights on the top of the mountain,6/22/22,Yes
6/19/22 22:45,Woodbridge/parkway,NJ,USA,Sphere,Few seconds,Very fast moving ball of light,6/22/22,
6/19/22 22:00,LaGrange/West Point,GA,USA,Unknown,5-10 minutes,"Very bright, lined-up white lights, and fast-blinking red light, moving slowly southbound along I-85, that disappeared when passed",6/22/22,
6/19/22 20:55,Queens,NY,USA,Circle,About 6 min,"7-8 round mostly stationary, quick moving lights clustered and performing different formations",6/22/22,Yes
6/19/22 17:10,Dallas,TX,USA,Cylinder,Approx 3 to 4 min,Looked up saw flash took pics and captured cylinder which I didn't see at first,6/22/22,Yes
6/19/22 13:12,Laporte,IN,USA,Circle,2 minutes,Caught on security cameras,6/22/22,Yes
6/19/22 07:00,Warren,NH,USA,Light,Unknown,3 green lights noticed after photo was taken. (NUFORC Note: Lense flare from sunlight?? PD)),6/22/22,Yes
6/19/22 05:15,Chelsea,OK,USA,Sphere,30 seconds,Extremely bright spherical object crossed southern sky.,6/22/22,
6/19/22 03:00,Lexington,NC,USA,Fireball,,"Was a light with a mist, no blinking as it moved slowly the light got brighter until it starburst and then mist spread, formed smoke",6/22/22,
6/19/22 02:30,Buffalo,SC,USA,,Maybe about 5 to 10 mins,Star lookin ufo that left smoke ring over us,6/22/22,Yes
6/19/22 02:20,Senecaville,OH,USA,Unknown,5 minutes,We saw a ring of light in the sky coming from an object far away,6/22/22,Yes
6/19/22 02:19,Jefferson,GA,USA,Star,About 5 minutes,Sighting of a star-like object emitting clouds,6/22/22,Yes
6/19/22 02:18,Comer,GA,USA,Other,About 4 minutes,Something that looked like a comet but left a ring in the sky,6/22/22,
6/19/22 02:16,Fort Myers,FL,USA,Light,3 minutes,Light moving across sky leaving smoke circles.,6/22/22,Yes
6/19/22 02:15,Rosedale,IN,USA,Light,approx 10 mins,A light moving west to east enveloped in a cloud. There were zero clouds elsewhere in the sky and I had been looking at the stars cle,6/22/22,
6/19/22 02:00,Inman,SC,USA,Circle,About 10 mins,Saw a ufo,6/22/22,Yes
6/19/22 01:28,Lonoke,AR,USA,Changing,Longer than 5 minutes,Form of energy in the sky that created a continuous circle,6/22/22,
6/19/22 01:20,Cordova,AL,USA,Light,10 min,Bright object with light ring trailing it,6/22/22,Yes
6/19/22 01:18,Water,IA,USA,Light,Less then 30 seconds,I arrived seconds after sighting,6/22/22,Yes
6/19/22 01:15,Omaha,OK,USA,Other,110 seconds,Bright flying object with a smoke ring behind it.,6/22/22,Yes
6/19/22 01:15,Niceville,FL,USA,Light,5-10mins,Very bright UFO,6/22/22,
6/19/22 01:15,Albia,IA,USA,Circle,7 minutes,"looked up at the sky around 1am, the object appeared very bright at first then slowly started to fade away.",6/22/22,Yes
6/19/22 01:15,Hutchinson,KS,USA,Delta,Unknown,Triangular flying object moving to the side.,6/22/22,Yes
6/19/22 01:15,Bruce,SD,USA,Triangle,4-5 minutes,looked like a bright light behind a V shaped object,6/22/22,
6/19/22 01:15,Abilene,TX,USA,Changing,5 min,First appeard exactly like a comet. Then more of slow moving fireball then triangular shape w peominent geometrical smoke plume. w,6/22/22,
6/19/22 01:00,Bullard,TX,USA,Circle,10 minutes,Green light like fire following craft,6/22/22,
6/19/22 00:45,Paynesville,MO,USA,Light,5 to 10 minutes,"Slow moving ball of pulsating light surrounded by fog aura. Changed speed and direction quickly leaving a halo of ""exhaust""",6/22/22,
6/19/22 00:28,Tampa,FL,USA,Fireball,Less than 2 minutes,"While driving east bound witnessed a bright redish, orange glow in north eastern sky, appearing to leave the atmosphere then disappeare",6/22/22,
6/19/22 00:28,Seffner,FL,USA,Unknown,A few seconds,Star that turned brighter than all the others appear heading North West and a sudden streak that resembled a kind of flame,6/22/22,
6/19/22 00:22,Rye,CO,USA,Light,About 7 minutes,A small light growing in illumination and size that shot out lights into a rainbow shaped illuminated area.,6/22/22,
6/19/22 00:20,Rye,CO,USA,Circle,10 minute,A ufo emitted an array of lights before disappearing.,6/22/22,
6/19/22 00:15,"Monarch, MT",MT,USA,Light,Around 10 minutes,Silent item falling from sky leaving huge cone like trail that took up sky.,6/22/22,
6/19/22 00:15,Marengo,IL,USA,Circle,3-4 minutes,Glowing craft followed by ring next to it,6/22/22,Yes
6/18/22 23:45,Nantwich,,United Kingdom,Disk,1 hour 35 mins and still,"Colours changing. Bright in sky. Turquoise,red white,,yellow,green",6/22/22,
6/18/22 23:00,Mesquite,NV,USA,Cone,3 minutes,Appeared suddenly seemingly out of nowhere. ((NUFORC Note: Spent rocket booster venting unneeded fuel?? PD)),6/22/22,Yes
6/18/22 22:50,Wildwood,NJ,USA,Light,Only a few seconds,I saw two small lights in the sky that moved super fast and did not move in a straight line.,6/22/22,
6/18/22 21:39,LaVergne,TN,USA,Fireball,30 sec,Fireball object,6/22/22,
6/18/22 21:38,Pagosa Springs,CO,USA,Formation,1:06,Caught on Ring camera and have video of craft coming and going,6/22/22,
6/18/22 21:25,Sellersville,PA,USA,Fireball,30 seconds,Ball of light changes direction,6/22/22,
6/18/22 21:10,Calgary,AB,Canada,Cylinder,about 5 min,me and my friend were taking a picture of the sunset we seen an cylinder shape object in the picture.,6/22/22,Yes
6/18/22 20:20,Milwaukee,WI,USA,Rectangle,ten minutes,My wife and I saw a rectangular shaped object that was lit up in the night sky.,6/22/22,
6/18/22 20:15,Fort Myers,FL,USA,Triangle,41 seconds,Triangle shaped UFO passing over my apartment.,6/22/22,
6/18/22 20:01,Torquay,Victoria,Australia,Circle,4 secs,Orange and green lights. Pillar with a disc in it. Like a metal spear. Seen in our neighbors backyard,6/22/22,
6/18/22 19:55,New York,NY,USA,Changing,20 seconds,2 shape-shifting objects that stayed together over manhattan.,6/22/22,Yes
6/18/22 19:43,SOLANA BEACH,CA,USA,Cylinder,Not sure,I was just taking a picture of the sunset.,6/22/22,Yes
6/18/22 18:00,Ottawa,IL,USA,Formation,5 minutes,I saw three very bright dots in the sky in the shape of a triangle hovering. A 4th dot appeared and they started rotating into a circle,6/22/22,
6/18/22 17:15,Knoxville,TN,USA,Cigar,10-12 minutes,Two Cigar crafts flying in a zigzag.,6/22/22,Yes
6/18/22 07:46,Virginia beach,VA,USA,Unknown,19 seconds,UFO at first colonial drive Virginia Beach,6/22/22,Yes
6/18/22 03:30,Tecumseh,MI,USA,Triangle,Minutes,A literal circle formation of something with a bright beam of light coming from it appeared in the western sky. The craft came out of,6/22/22,Yes
6/18/22 02:58,Harriman,NY,USA,Other,,Showed up in picture.,6/22/22,Yes
6/18/22 02:31,Frisco,TX,USA,Other,2 seconds,"Object appears far away in video, zigs up and left at supersonic speed, captured by my Ring video",6/22/22,
6/18/22 02:15,Lebanon,IN,USA,Other,10 to 15 minutes,It seemed to emanate from a single point and looked like it was producing a ring of radiation across the sky west to east.,6/22/22,Yes
6/18/22 01:15,Streator,IL,USA,Light,5-10 minutes,A circle of light broke through the sky.,6/22/22,Yes
6/17/22 23:08,Gurgaon,Haryana,India,,3 to 4 minutes,"Unidentified flying object oversky in Gurgaon, india",6/22/22,Yes
6/17/22 22:40,Mesa,AZ,USA,Other,5 minutes,2 unusual vehicles flying from east to west,6/22/22,
6/17/22 22:11,Jaipur,Rajasthan,India,Triangle,From past one week,They come in group and flies without any noice or smoke. Suddenly appears from nowhere.,6/22/22,Yes
6/17/22 21:44,Anna Maria Island,FL,USA,Disk,~10seconds,"Moved across 1/4th sky for about 10 seconds and quickly faded/dimmed altogether. Bright solid line no tail, consistent length.",6/22/22,Yes
6/17/22 20:46,Diberville,MS,USA,Disk,1 minute,Bright light caught my eye and I noticed it was a disc shaped ship.,6/22/22,
6/17/22 20:00,York,PA,USA,Other,30 seconds,Rotating object,6/22/22,
6/17/22 19:03,Avon By The Sea,NJ,USA,Cigar,30 seconds,Cigar shape object turns to smoke then turns to smaller dot,6/22/22,Yes
6/17/22 17:00,Marion,IN,USA,Other,Less than 60 seconds,"We saw a blue flashing object cross the sky slowly in broad daylight, flying lower than an airplane would.",6/22/22,
6/17/22 05:34,Brinkley,AR,USA,Disk,Caught on camera,Caught on camera. ((NUFORC Note: Lens flare?? PD)),6/22/22,Yes
6/17/22 00:11,Merrimack,NH,USA,Changing,I have many minutes,I keep seeing this craft moving on multiple nights.,6/22/22,Yes
6/16/22 23:57,san francisco,CA,USA,Oval,29 seconds,"Object behavior different than flying aircraft, no blinking lights , fast",6/22/22,
6/16/22 23:51,New Braunfels,TX,USA,Circle,1 second,Bright light short distance,6/22/22,
6/16/22 23:48,Saint Peter,MN,USA,Circle,Total video 1 min. 35 sec,Strange lighted object appears on Ring home security camera video.,6/22/22,
