Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
1/10/22 20:30,Castro valley,CA,USA,Formation,20 minutes,Multiple large bright circles hovering,3/4/22,
1/10/22 19:30,Dodge city,KS,USA,Light,Every night,Every night around the same time last two years it sits and givers for a hour or two then starts flying south south west,3/4/22,
1/10/22 19:30,Peoria,AZ,USA,Unknown,15 sec,Star moving to the North from the Phoenix AZ area,3/4/22,
1/10/22 19:00,Scottsdale,AZ,USA,Other,Last 4 months,Every night there is 4 hovering aircraft over my home in close proximity,3/4/22,
1/10/22 16:55,Duluth,MN,USA,Other,,"It was still daylight, saw a black object low in the sky that was round with two points.",3/4/22,
1/10/22 14:12,Phoenix,AZ,USA,Rectangle,4 minutes maybe,Blank airplane banner billowing along without anything pulling it!Saw same on Program called Origins Unknown Alien Present on Earth,3/4/22,
1/10/22 14:00,Edenton,NC,USA,Cigar,8-10 minutes,"Two cigar shaped objects, no wings, lights, contrails or sound",3/4/22,
1/10/22 08:00,Portage,MI,USA,Other,3 minutes,I have 11 sec video and still photos,3/4/22,Yes
1/10/22 03:02,Booneville,MS,USA,Changing,About 10-15 minutes,I have several videos of STRANGE things in the skys,3/4/22,Yes
1/10/22 02:00,Estill springs,TN,USA,Light,10 minutes,Saw a light but it moved slow and changed direction as well,3/4/22,
1/10/22 02:00,Gold Coast,Queensland,Australia,Light,Over an hour,Object seemed to hover/float and the light would turn off at times.,3/4/22,
1/10/22 00:39,Stevenson,WA,USA,Other,Mountain top of all lit u,Bottom of the mountain was All lit up,3/4/22,
1/9/22 23:20,Lake Alfred,FL,USA,Light,30 seconds,2 lights caught on my security camera.,3/4/22,
1/9/22 22:00,Yuma,AZ,USA,Oval,several minutes,Stationary oval object with lights in center.,4/22/22,
1/9/22 21:50,Satellite Beach,FL,USA,Sphere,10 minutes,"First spotted, east going west, slowed over Patrick SB, then turned north. Watched until it slowly became too small to see.",3/4/22,Yes
1/9/22 16:55,Beaverton,OR,USA,Cigar,20 minutes,"Large vertical light with tail, traveling vertically in a cloudless blue sky (see photo)",3/4/22,Yes
1/9/22 14:14,St John's,Newfoundland and Labrador,Canada,Light,4 min,Spot of light emerged from the Ocean and flew into the clouds.,3/4/22,
1/9/22 13:58,Teaneck,NJ,USA,,,MADAR Node 28,3/4/22,
1/9/22 12:42,Sherman oaks,CA,USA,Formation,One or two minutes,Several triangle shaped objects soaring into different flight formations.,3/4/22,Yes
1/9/22 04:36,Eagan,MN,USA,Sphere,At least 30 minutes,Sphere in north sky spinning and changing colors,4/22/22,Yes
1/9/22 03:27,Grasonville,MI,USA,Triangle,5 seconds,Triangle shaped vessel with dim white lights on the corners and a single red blinking light in the center,3/4/22,
1/8/22 22:22,Kimberton,PA,USA,Fireball,1 second,Bright red craft with white streak flying away,3/4/22,
1/8/22 21:55,Satellite Beach,FL,USA,Circle,5 minutes,Orange glowing,3/4/22,
1/8/22 21:15,Chubbuck,ID,USA,Changing,Still,"Three lights alternating from red, yellow and blue",3/4/22,
1/8/22 19:07,Northampton,,United Kingdom,Cross,30 seconds,I saw two separate sightings of golden circular fluorescent lights in the sky.,3/4/22,Yes
1/8/22 18:35,San Marcos,CA,USA,Circle,4 minutes,A red orb shaped object that slowly went black,3/4/22,
1/8/22 17:16,Indian Lake,NY,USA,Light,"2 minutes, pic + vid take","Light appears to notice me, noticing it",4/22/22,Yes
1/8/22 16:35,"I-10 freeway near Az and Ca border, heading west",AZ,USA,Light,41 seconds,"craft moving extremely fast, so I took video in slow motion on iphone 12.",3/4/22,Yes
1/8/22 15:30,White plains,NY,USA,Other,45 minutes,Saw several high altitude objects moving in a similar pattern,3/4/22,Yes
1/8/22 13:32,Fullerton,,USA,Other,~4 minutes not continuous,"While taking photos in the neighborhood, I captured it in 3 photos.",3/4/22,Yes
1/8/22 04:18,Chattanooga,TN,USA,Circle,15 minutes ongoing,Theres a hovering twinkling objec.,3/4/22,
1/8/22 02:24,Hagerman,ID,USA,Circle,5 minutes,Bright orb descended from the sky and hovered over the road before disappearing,3/4/22,
1/8/22 01:33,Melbourne,FL,USA,Changing,Started 1/8/22 to current,I record it every night it shows up,3/4/22,
1/7/22 21:45,Auckland,Auckland Region,New Zealand,Light,30 seconds,Saw a long string of lights above the clouds,3/4/22,
1/7/22 20:42,Carrabelle Florida,FL,USA,Circle,10 minutes,At 153 degrees,3/4/22,
1/7/22 19:45,Orlando,FL,USA,,5 minutes,Large triangle about downtown Orlando. ((NUFORC Note: Lens flare. PD)),3/4/22,Yes
1/7/22 18:47,Warren,MI,USA,Cigar,2 seconds,I was sitting in the parking lot taking a break looking at the sky and I seen bright flashes of light and it zoomed off in a second,3/4/22,
1/7/22 16:52,Crestline,OH,USA,Disk,5-7 minutes,"My mother and I saw sky open, something large come beside the sun, then the sky closed back up.",3/4/22,Yes
1/7/22 15:45,Örebro (Sweden),Örebro County,Sweden,Unknown,Possible ufo,6,3/4/22,
1/7/22 01:00,Lawrenceville,GA,USA,Circle,,Appeared after LED lightning flashes in night sky,3/4/22,
1/6/22 22:00,Lakewood/Edgewater,CO,USA,Light,3 hours,I believe I got abducted or got my soul taken.,3/4/22,
1/6/22 20:55,Ft pierce,FL,USA,Delta,2-3 seconds,3 Green lights followed by yellow streaming trailing light,3/4/22,
1/6/22 20:31,,,USA,,about 4 minutes long,"I went out side to take my dog molly out ,When i look up saw a bright light with another light by it red and green.",3/4/22,
1/6/22 19:19,Cowes,Isle of Wight,United Kingdom,Circle,2 -3 seconds,Watching Cowes live cam and we saw a light flashing erratically then a ball flashes from right to left of screen then bounces back .,3/4/22,
1/6/22 18:45,Bishop,CA,USA,Light,3min,I went out to my backyard approximately 6:45 in the evening and looking to the north west side very large swarm of lights moving to the,3/4/22,
1/6/22 17:07,Port Blair,Andaman and Nicobar Islands,India,Circle,It's was there only.,One round white in colour object in the sky,3/4/22,Yes
1/6/22 16:30,Ludlow,MA,USA,Unknown,45 minutes,Black Trail In Sky,3/4/22,
1/6/22 06:15,Irmo,SC,USA,,,MADAR Node 95,3/4/22,
1/5/22 22:23,Jamesburg,NJ,USA,Other,2-3 min,"Walked outside saw a bright blinking burning light, turned to a translucent light and was moving too fast to be a drone or plane",3/4/22,
1/5/22 18:50,Essex Junction,VT,USA,Triangle,1 minute,Headed north on 289 it was on the horizon and but was obscured by the trees and hills I would catch a glimpse as I moved forward. I nev,3/4/22,
1/5/22 18:00,Seffner,,USA,Disk,,They all showed up then disappeared after like 2 minites,3/4/22,
1/5/22 16:30,Newark,DE,USA,Changing,5 seconds,Noticed very silver/shiny object that changed shapes in the sky,3/4/22,
1/5/22 15:30,Port St. Lucie,FL,USA,Cigar,10 seconds,One white tic tac shaped object moving fast,3/4/22,
1/5/22 15:18,Buffalo,NY,USA,,,MADAR Node 184,3/4/22,
1/5/22 14:56,Independence,MO,USA,,,MADAR Node 45,3/4/22,
1/5/22 13:48,Seiverville,TN,USA,Cigar,Approximately 1-2 minutes,"Took puppy outside, saw something bright coming towards me started taking pics",3/4/22,Yes
1/5/22 13:23,Anchorage,AK,USA,Light,1:05 minute five,I was recording traffic with my android phone and later found the object when viewing recording.,3/4/22,
1/5/22 12:30,Pompano beach pompano,FL,USA,Other,I went to pompano beach,Flu right at me!,3/4/22,Yes
1/5/22 11:30,kirtland,NM,USA,Other,two minutes,saw a bright plane shaped object high in the sky,3/4/22,Yes
1/5/22 07:30,North Pole,AK,USA,Oval,10 Seconds,Driving into work on Badger Road from my peripheral vison on the left in the sky,3/4/22,
1/5/22 06:18,Syracuse,NY,USA,,,MADAR Node 164,3/4/22,
1/5/22 00:10,oakland,NJ,USA,Diamond,lasted about 10 minutes,2 diamond craft moving slowly thru the sky,3/4/22,
1/4/22 20:00,Sun City West,AZ,USA,Cylinder,2-3 seconds,Bright cylinder/oval shaped object quickly zipped through sky and disappeared,3/4/22,
1/4/22 19:00,Clarksville,VA,USA,Light,Less than a minute,Bright ball of light moved in an odd pattern.,3/4/22,
1/4/22 18:37,Toronto,Ontario,Canada,Circle,4 minutes,2 large bright objects hoovering over Toronto January 4th 2022,3/4/22,
1/4/22 18:20,Globe,AZ,USA,Circle,10 seconds,"5 bright white lights, similar to spot lights, appeared one after another and then faded away. All at different elevations.",3/4/22,
1/4/22 17:31,Kitty Hawk,NC,USA,Oval,1 minute,I actually took a photo of the crescent moon and didnt notice the ufo until later,3/4/22,Yes
1/4/22 09:42,Waipahu,HI,USA,Circle,20 minutes,Saw a bunch of what looked like stars moving fast,3/4/22,
1/4/22 08:32,Mt. Vernon,IN,USA,,,MADAR Node 119,3/4/22,
1/4/22 07:00,Lexington,VA,USA,Circle,4 seconds,Bright white object right shot across sky and disappeared in front of me,3/4/22,
1/4/22 04:36,Sparks,NV,USA,Other,10 seconds,"Slower meteor-like object, but made turns",3/4/22,
1/4/22 02:06,Burney,CA,USA,Rectangle,30 seconds,I saw something hovering over my house and something with a bright light,5/31/22,Yes
1/4/22 02:00,Bosie,ID,USA,Fireball,15-30 seconds,11 silver/Yellow balls of Flames Headed Up,3/4/22,
1/4/22 00:00,Richmond,KY,USA,Disk,20 to 30 seconds,Dark disk like object in the sky.,3/4/22,
1/3/22 22:30,Union,IL,USA,Rectangle,"January 3,2022",UFOs travel nightly over my property and house. Usually its quiet and I only see because Im looking outside.,3/4/22,Yes
1/3/22 20:30,St. Mary's,ON,Canada,Changing,15 minutes,"I saw an incredible shining silver disc that had an ""aura"" enveloping it.",4/22/22,
1/3/22 19:30,Springfield,VT,USA,Cylinder,Approximately one minute,"Two large cylindrical ships, one above the other with colored lights like moving Christmas lights. They remained stationary.",3/4/22,
1/3/22 18:40,Collingwood (Canada),Ontario,Canada,Circle,,Husband and kids tobogganing saw a whole bunch of little lights that looked like stars but they were moving,3/4/22,
1/3/22 15:00,Colorado Springs,CO,USA,Cigar,A few minutes,Saw it in the sky and realized it was moving.,3/4/22,
1/3/22 15:00,Belvidere,IL,USA,Oval,1-2 minutes,Saw bright object that sun was reflecting from in sky and then dissapeared,3/4/22,
1/3/22 08:08,Houston,TX,USA,Unknown,About 20 minutes,"Saw what looked like chemtrails but couldnt have been because they were so short, and facing downwards, and had a light inside of them",3/4/22,
1/3/22 06:07,Jonesboro,AR,USA,,,MADAR Node 143,3/4/22,
1/3/22 05:30,Asheville,NC,USA,,10 Minutes,"Saw a bright blue light three times, each one getting closer and brighter, and heard ""wom wom"" when the light flashed.",3/4/22,
1/3/22 02:00,"South Brent, Dartmoor National park.",Devon,United Kingdom,Light,5 seconds,I was sitting up in bed on the upper floor of my house,3/4/22,
1/2/22 22:45,Salem,OR,USA,Unknown,5 to 8 seconds,Saw bright dot lights come down in front of our apartment and then go back up. y,3/4/22,
1/2/22 22:28,Missoula,MT,USA,Sphere,20 seconds approx,"Grey Spheres flying fast, and low above city, appearing out of nowhere and disappearing into nothing.",3/4/22,
1/2/22 21:00,Lynnwood,WA,USA,Unknown,Na,Found bone-like object,3/4/22,Yes
1/2/22 20:30,Surf City,NC,USA,Star,2 minutes?,Large glowing yellow round star shape floating and moving above the beach and shore.,3/4/22,
1/2/22 19:40,Hartenbos/George (South Africa),Western Cape,South Africa,Other,12 minutes,A sttange object with three wings took flight from ground level and disappeared into a northern direction upwards.,3/4/22,
1/2/22 18:30,caledonia,NY,USA,Light,2 minutes,i walked out on my deck to watch the skies like i do every night that time and I immediately noticed 3 very bright lights in a line,3/4/22,
1/2/22 18:23,Willow,AK,USA,Circle,Most of the night,Bright ball of light,3/4/22,Yes
1/2/22 18:00,PORT ANGELES,WA,USA,Light,12 hrs,Stars or drones?,3/4/22,
1/2/22 18:00,Batavia,NY,USA,Teardrop,2-3 seconds,Driving on the highway- I saw a teardrop craft that crossed the length of the sky in less than 2 seconds.,3/4/22,
1/2/22 16:19,Eugene,OR,USA,Changing,2 1/2 minutes,There are 6 strange flying objects that appear in a video I recorded. Theyre movement was irregular & they glowed at times.,3/4/22,Yes
1/2/22 06:43,Lake Jackson,TX,USA,Fireball,5 seconds,Its filed on iPhone off flat screen over Tetons,3/4/22,
1/2/22 04:30,Tucson,AZ,USA,Circle,A few min.,It was completely dark and at first the object looked like a star; then I zoomed with my phone and I saw it moving in a circular way.,3/4/22,Yes
1/2/22 01:05,Daytona Beach Shores,FL,USA,Triangle,8-10 seconds,We saw a triangle of lights moving very fast in the sky.,3/4/22,
1/1/22 22:30,Sierra Vista,AZ,USA,Rectangle,15 seconds,Rectangle best described as a railroad boxcar on its edge. I could see it was 3 dimensional w/square end and bright white luminescent.,3/4/22,
1/1/22 20:00,Belleview,FL,USA,Other,Continuous,Multiple donut shaped lights seen regularly hovering and moving over SE Belleview,3/4/22,
1/1/22 17:30,Visalia,CA,USA,Sphere,5-7 min,"Strange object witnessed in the sky, from back and front yard of our home.",3/4/22,Yes
1/1/22 14:25,Roanoke,VA,USA,Other,one minute,Heard unusual noise unlike planes I'm used to. Saw craft in distance looking like an ALCM with a brown haze around it.,3/4/22,
1/1/22 12:15,Houston,TX,USA,Circle,1 - 2 minutes,"We saw an object with a ring of red outer circle, yellow inner moving in a straight line from SSE to NNE.",3/4/22,
1/1/22 05:58,Placerville,CA,USA,Teardrop,Approximately 8 seconds,Glowing yellow/orange teardrop or oval shape.,3/4/22,
1/1/22 04:50,Tybee island,GA,USA,Formation,4 seconds but 2 events,"V-Formation lights with an orb like cloud around it came from the west and moved down then East, large with no sound.",3/4/22,
1/1/22 03:16,Anna,TX,USA,Circle,from 3:16 am to 5:30 am,out to smoke looked up and 2 dark shapes above clouds with light around them and flickering,3/4/22,Yes
1/1/22 03:05,Anna,TX,USA,Circle,2hrs,2 dark shapes above clouds with light around them and flickering,3/4/22,Yes
1/1/22 01:00,Rugby,Warwickshire,United Kingdom,Light,3 minutes aprox in total,"2022 New Years ufo sighting UK, @1am NY day caught on phone.",3/4/22,Yes
1/1/22 00:58,Troy,NY,USA,Circle,10 min,red fireball.,3/4/22,
1/1/22 00:47,New York City,NY,USA,Sphere,30 seconds,Saw round orange light with no blinking lights and no sound. Flying south to north over northern Manhattan.,3/4/22,
1/1/22 00:20,Sugar Hill,GA,USA,Light,1 minute,2 lights flying across the sky.,3/4/22,
1/1/22 00:15,Bozeman,MT,USA,Circle,3 minutes,Orange round circle in western sky by Bozeman MTmall and East main area was not fireworks it hovered and shot up into northern west sky,3/4/22,
1/1/22 00:09,Leesburg,VA,USA,Changing,1 hour,Blinking but sporadic,3/4/22,Yes
1/1/22 00:07,Tualatin,OR,USA,Other,6ish minutes for all them,"After New Years Eve firework display, I saw up to 5-6 Amber pulsating UAPs hovering and then moving East to west, before vanishing.",3/4/22,Yes
1/1/22 00:05,Manteo,NC,USA,Sphere,1015 min.,Series of 4 red-orange spheres moving SWNE,3/4/22,
1/1/22 00:05,Flitwick (UK/England),Bedford,United Kingdom,,Longer than the video.,"Its not a very clear film. Lights in the sky, some stationary, and some moving at speed.",3/4/22,
1/1/22 00:04,Campbell,CA,USA,Circle,,Orange glowing ball appeared in the sky then slowly moved around and disappeared,3/4/22,
1/1/22 00:02,Naples,FL,USA,Sphere,Four hours,Multi colored sphere,3/4/22,
1/1/22 00:00,Atlanta,,USA,Light,5-7 minutes,3 very bright red light objects (circular) that came from the southern (downtown Atlanta) horizon and slowly rose above and over the sk,3/4/22,
1/1/22 00:00,"East Ham, London (UK/England)",London Borough of Newham,United Kingdom,Light,45 Seconds,Travelling from SW to NE,3/4/22,
2/28/22 22:30,Norwalk,,USA,Oval,3min,Hovering object about 15 feet in diameter hovering over the highway. I though it was a plane but is stood still in the sky and we passd,4/22/22,
2/28/22 19:58,Staunton,VA,USA,Light,2 seconds,I saw 3 blinking lights then it disappears.,3/4/22,
2/28/22 19:05,Georgetown,DE,USA,Oval,3 minutes,White orb like object seen hovering over a field that changed its lighting from all white to 3 large diamond shaped colored lights,3/4/22,Yes
2/28/22 16:00,Indianapolis,IN,USA,,Two minutes,"Traveling east to west, approximately half mile apart.",3/4/22,
2/28/22 15:22,Jonesboro,AR,USA,,,MADAR Node 143,4/22/22,
2/28/22 11:27,Norris City,IL,USA,,,MADAR Node 115,4/22/22,
2/28/22 07:30,Burgaw,NC,USA,Triangle,10 seconds,The craft was extremely shiny and looked as to be a triangle.,3/4/22,
2/28/22 05:48,Shreveport,LA,USA,Triangle,,I have seen a bright light in the south east sky early in the mornings .,3/4/22,
2/28/22 05:28,Palm Beach Gardens,FL,USA,Unknown,,"Before going for a run Sat. morning, I snapped two photos of the moon and later noticed the images. ((NUFORC Note: Lens flare. PD))",3/4/22,Yes
2/28/22 03:53,Indio,CA,USA,Triangle,1:03,One craft had red color the other was a white orb,4/22/22,
2/27/22 21:00,Berlin,MD,USA,Circle,An hour on and off,Color changing lights flying around,3/4/22,
2/27/22 17:15,San Antonio,TX,USA,Diamond,less than a minute,Trapezoid/Diamond/Kite shaped mirrored object hanging perfectly still in the sunny cloudless sky,3/4/22,
2/27/22 16:34,Dothan,AL,USA,,,MADAR Node 195,4/22/22,
2/27/22 15:00,Queen Creek,AZ,USA,Star,it lasted about 30 second,Saw a star the held position and then moved.,4/22/22,
2/27/22 11:15,Des Moines,,USA,Teardrop,90 seconds,"Des Moines, WA 3 flying objects (2 disappeared; 1 fell to ground)",3/4/22,
2/27/22 08:47,Kansas City,MO,USA,,,MADAR Node 40,4/22/22,
2/27/22 01:53,Durango,CO,USA,Light,4 seconds,The light craft zoomed out from up behind my car and went in front of me above and kept going with a light trail behind it.,3/4/22,Yes
